dm,mc,jys,code
137541,22华证01,sh,hs_z
137540,22洪产01,sh,hs_z
137539,22张江二,sh,hs_z
137538,22中财G4,sh,hs_z
137537,22中财G3,sh,hs_z
137536,22中化T1,sh,hs_z
137535,22能建01,sh,hs_z
137534,22铁建Y4,sh,hs_z
137533,22铁建Y3,sh,hs_z
137531,22闽冶01,sh,hs_z
137530,22吴发G2,sh,hs_z
137529,22保利08,sh,hs_z
137528,22保利07,sh,hs_z
137527,22安租17,sh,hs_z
137525,G22HXY2,sh,hs_z
137521,22国君Y1,sh,hs_z
137520,22京发02,sh,hs_z
137516,GK苏投01,sh,hs_z
137514,22华福G4,sh,hs_z
137513,22华福G3,sh,hs_z
137512,22株发02,sh,hs_z
137510,22产融03,sh,hs_z
137507,22厦贸K1,sh,hs_z
137504,22中新01,sh,hs_z
137503,22西南02,sh,hs_z
137502,22西南01,sh,hs_z
137500,22格力K1,sh,hs_z
136960,18海航Y1,sh,hs_z
136956,18海航Y2,sh,hs_z
136946,18海航Y3,sh,hs_z
136939,18CHNG2Y,sh,hs_z
136937,18CHNG4Y,sh,hs_z
136934,18海航Y4,sh,hs_z
136901,18海航Y5,sh,hs_z
136889,17华阳01,sh,hs_z
136875,16华晨01,sh,hs_z
136871,16玉皇04,sh,hs_z
136869,16广核01,sh,hs_z
136863,16丹港02,sh,hs_z
136853,16洪业02,sh,hs_z
136849,16华能债,sh,hs_z
136847,16玉皇03,sh,hs_z
136836,16鲁信01,sh,hs_z
136821,16中安消,sh,hs_z
136819,16川发01,sh,hs_z
136817,16刚集02,sh,hs_z
136806,16越交04,sh,hs_z
136803,16南三01,sh,hs_z
136794,16华阳01,sh,hs_z
136791,16丰盛04,sh,hs_z
136790,16东航02,sh,hs_z
136789,16东航01,sh,hs_z
136786,16华泰03,sh,hs_z
136780,16腾越02,sh,hs_z
136772,16聚信一,sh,hs_z
136762,16长电01,sh,hs_z
136759,16三胞05,sh,hs_z
136756,16兵装05,sh,hs_z
136747,16南港07,sh,hs_z
136742,16众品02,sh,hs_z
136735,16大唐02,sh,hs_z
136731,16刚集01,sh,hs_z
136723,16石化03,sh,hs_z
136720,16西王04,sh,hs_z
136715,G16节能4,sh,hs_z
136709,16粤桥02,sh,hs_z
136707,16邢钢01,sh,hs_z
136705,16协信08,sh,hs_z
136700,16蓝光01,sh,hs_z
136699,16皖经03,sh,hs_z
136698,16申信01,sh,hs_z
136684,16丰盛03,sh,hs_z
136683,G16三峡2,sh,hs_z
136667,16海矿01,sh,hs_z
136646,16中海01,sh,hs_z
136645,16百隆01,sh,hs_z
136639,16皖投02,sh,hs_z
136635,16津投03,sh,hs_z
136624,16融创07,sh,hs_z
136621,16粤高02,sh,hs_z
136619,16中静02,sh,hs_z
136613,16西王03,sh,hs_z
136610,16信威03,sh,hs_z
136599,16首旅02,sh,hs_z
136579,16华泰02,sh,hs_z
136571,16正源02,sh,hs_z
136564,16东旭02,sh,hs_z
136548,16正源01,sh,hs_z
136547,16国发02,sh,hs_z
136545,16皖经02,sh,hs_z
136540,16协信06,sh,hs_z
136532,16粤桥01,sh,hs_z
136526,16亿阳05,sh,hs_z
136525,16联想02,sh,hs_z
136520,16永泰03,sh,hs_z
136509,16三胞02,sh,hs_z
136506,16洛娃01,sh,hs_z
136497,16西王02,sh,hs_z
136495,16粤高01,sh,hs_z
136480,16华能02,sh,hs_z
136478,16北控02,sh,hs_z
136467,16东南01,sh,hs_z
136450,16油服02,sh,hs_z
136439,16永泰02,sh,hs_z
136433,16晟晏债,sh,hs_z
136432,16协信05,sh,hs_z
136418,16信威02,sh,hs_z
136412,16房信01,sh,hs_z
136410,16融科02,sh,hs_z
136408,16路桥01,sh,hs_z
136388,16亿阳04,sh,hs_z
136378,16华泰01,sh,hs_z
136371,16众品01,sh,hs_z
136365,16桂铁债,sh,hs_z
136361,16富力05,sh,hs_z
136360,16富力04,sh,hs_z
136356,16宁远高,sh,hs_z
136351,16永泰01,sh,hs_z
136346,16天建02,sh,hs_z
136341,16洋河01,sh,hs_z
136319,16中油06,sh,hs_z
136308,16皖经01,sh,hs_z
136307,16协信03,sh,hs_z
136291,16力帆02,sh,hs_z
136284,16浙交02,sh,hs_z
136273,16亿达01,sh,hs_z
136260,16龙湖04,sh,hs_z
136254,16中油04,sh,hs_z
136252,16亿阳03,sh,hs_z
136245,16海投01,sh,hs_z
136244,16华夏02,sh,hs_z
136243,16中车G2,sh,hs_z
136234,16保利04,sh,hs_z
136231,16金茂01,sh,hs_z
136204,16丹港01,sh,hs_z
136200,16铁工02,sh,hs_z
136192,16信威01,sh,hs_z
136183,16新华债,sh,hs_z
136167,16华夏债,sh,hs_z
136165,16中油02,sh,hs_z
136163,16青国信,sh,hs_z
136160,16东旭01,sh,hs_z
136156,16同益债,sh,hs_z
136154,16西王01,sh,hs_z
136128,15宇通01,sh,hs_z
136125,15洛娃01,sh,hs_z
136120,15鲁能债,sh,hs_z
136103,15滇路01,sh,hs_z
136093,15华信债,sh,hs_z
136083,15浙交02,sh,hs_z
136066,15西王01,sh,hs_z
136065,15晋电01,sh,hs_z
136058,15宜集债,sh,hs_z
136052,15五矿04,sh,hs_z
136033,15东旭02,sh,hs_z
136005,15海投01,sh,hs_z
134329,25中翠03,sz,hs_z
134328,25容望V1,sz,hs_z
134327,25通发01,sz,hs_z
134326,25古厝D4,sz,hs_z
134325,25舜通02,sz,hs_z
134323,25广开K8,sz,hs_z
134322,25广开K7,sz,hs_z
134321,25嘉科K1,sz,hs_z
134320,25长城K2,sz,hs_z
134319,25福控Y2,sz,hs_z
134318,25能源01,sz,hs_z
134317,25佛高01,sz,hs_z
134316,25淮发02,sz,hs_z
134315,25兰资V1,sz,hs_z
134314,25深汕01,sz,hs_z
134313,25科创01,sz,hs_z
134312,25高产01,sz,hs_z
134311,25交通02,sz,hs_z
134310,25川旅02,sz,hs_z
134309,25川旅01,sz,hs_z
134308,25泸发02,sz,hs_z
134307,25泸发01,sz,hs_z
134306,25南湖02,sz,hs_z
134305,25南湖01,sz,hs_z
134304,25容望G1,sz,hs_z
134303,25眉天02,sz,hs_z
134301,25赣江01,sz,hs_z
134299,25惠通Y2,sz,hs_z
134297,25龙城04,sz,hs_z
134296,25河源01,sz,hs_z
134294,25康佳01,sz,hs_z
134293,25番GV01,sz,hs_z
134292,25镇兴02,sz,hs_z
134291,25北港RK,sz,hs_z
134290,25古厝D3,sz,hs_z
134289,25莲运K1,sz,hs_z
134288,25长轨06,sz,hs_z
134287,25菏工Y2,sz,hs_z
134285,25福控Y1,sz,hs_z
134284,25端鸿01,sz,hs_z
134283,25交通01,sz,hs_z
134281,25滨控01,sz,hs_z
134280,25杭海01,sz,hs_z
134278,25湾投03,sz,hs_z
134277,25光明K1,sz,hs_z
134276,25金街02,sz,hs_z
134275,25津金03,sz,hs_z
134274,25汇华01,sz,hs_z
134273,25同创01,sz,hs_z
134272,25古厝D2,sz,hs_z
134271,25能源G1,sz,hs_z
134270,25古厝D1,sz,hs_z
134269,25豫增02,sz,hs_z
134268,25青财01,sz,hs_z
134267,25国盛01,sz,hs_z
134266,25招KD1,sz,hs_z
134265,25交投02,sz,hs_z
134264,25经产02,sz,hs_z
134263,25经产01,sz,hs_z
134262,25衢资03,sz,hs_z
134261,25九国03,sz,hs_z
134260,25奉农01,sz,hs_z
134259,25阳江02,sz,hs_z
134257,25金航01,sz,hs_z
134256,25海珠02,sz,hs_z
134255,25祖庙01,sz,hs_z
134254,25金舵K1,sz,hs_z
134253,25博罗02,sz,hs_z
134252,25电白02,sz,hs_z
134251,25电白01,sz,hs_z
134250,25郑公01,sz,hs_z
134249,25汽投K1,sz,hs_z
134248,25中翠02,sz,hs_z
134247,25中翠01,sz,hs_z
134246,25赤峰01,sz,hs_z
134245,25洛旅06,sz,hs_z
134243,25蒙交01,sz,hs_z
134242,25渤海K4,sz,hs_z
134240,25深建01,sz,hs_z
134238,25凯得K1,sz,hs_z
134237,25津融02,sz,hs_z
134235,25渝垫01,sz,hs_z
134234,25中保01,sz,hs_z
134233,25堰产02,sz,hs_z
134230,25穗建K1,sz,hs_z
134229,25嘉创01,sz,hs_z
134228,25长轨03,sz,hs_z
134227,25长城K1,sz,hs_z
134226,25台商01,sz,hs_z
134224,25汕尾01,sz,hs_z
134223,25北新Y1,sz,hs_z
134221,25广开K5,sz,hs_z
134220,25茂名01,sz,hs_z
134219,25连投02,sz,hs_z
134218,25连投01,sz,hs_z
134217,25湖产K2,sz,hs_z
134215,25江滨03,sz,hs_z
134214,25北港01,sz,hs_z
134213,25恒廷K1,sz,hs_z
134212,25穗基K2,sz,hs_z
134211,25人教01,sz,hs_z
134210,25厦信Y2,sz,hs_z
134209,25新产01,sz,hs_z
134208,25滨湖K3,sz,hs_z
134206,25锡科02,sz,hs_z
134205,25锡科01,sz,hs_z
134203,25城运03,sz,hs_z
134201,25水能G1,sz,hs_z
134200,25嘉城02,sz,hs_z
134199,25嘉城01,sz,hs_z
134198,25通程01,sz,hs_z
134197,25中交03,sz,hs_z
134196,25西水02,sz,hs_z
134194,25洛旅04,sz,hs_z
134192,25漳经01,sz,hs_z
134191,25穗基01,sz,hs_z
134190,25佛铁01,sz,hs_z
134189,25蓉城02,sz,hs_z
134188,25蓉城01,sz,hs_z
134186,25晋桥01,sz,hs_z
134185,25潮州04,sz,hs_z
134183,25三旅03,sz,hs_z
134182,25金控Y2,sz,hs_z
134181,25科投K1,sz,hs_z
134180,25湾投02,sz,hs_z
134178,25公控01,sz,hs_z
134177,25江汉01,sz,hs_z
134176,25公资K1,sz,hs_z
134174,25广开02,sz,hs_z
134173,25广开01,sz,hs_z
134172,25新乡01,sz,hs_z
134171,25基金01,sz,hs_z
134167,25蚌交01,sz,hs_z
134166,25广发D1,sz,hs_z
134165,25石投01,sz,hs_z
134164,25中交01,sz,hs_z
134163,25交投01,sz,hs_z
134161,25黄山01,sz,hs_z
134160,25新会02,sz,hs_z
134159,25新会01,sz,hs_z
134158,25正方01,sz,hs_z
134157,25江门02,sz,hs_z
134156,25江门01,sz,hs_z
134155,25滨湖K1,sz,hs_z
134154,25涪陵02,sz,hs_z
134153,25涪陵01,sz,hs_z
134152,24嘉秀01,sz,hs_z
134151,25德达G2,sz,hs_z
134149,24汽投02,sz,hs_z
134148,24漳交04,sz,hs_z
134146,24郑公01,sz,hs_z
134145,24新乡01,sz,hs_z
134144,24江科K1,sz,hs_z
134143,24闻川01,sz,hs_z
134142,24晋城KD,sz,hs_z
134141,24电化K1,sz,hs_z
134139,24凯得K1,sz,hs_z
134138,24建桥02,sz,hs_z
134136,24广开K2,sz,hs_z
134135,24广开K1,sz,hs_z
134134,24厦信Y1,sz,hs_z
134133,24凤新02,sz,hs_z
134132,24政源02,sz,hs_z
134131,24国证10,sz,hs_z
134130,24鸿业01,sz,hs_z
134129,24天一01,sz,hs_z
134128,24耀达01,sz,hs_z
134127,24眉天05,sz,hs_z
134126,24眉天04,sz,hs_z
134125,24仁寿01,sz,hs_z
134124,24利民V1,sz,hs_z
134123,24株循03,sz,hs_z
134122,24南沙GT,sz,hs_z
134121,24穗开02,sz,hs_z
134119,24茂发01,sz,hs_z
134117,24惠城03,sz,hs_z
134116,24白云02,sz,hs_z
134115,24锡铁投,sz,hs_z
134114,24天屹V1,sz,hs_z
134113,24惠通Y1,sz,hs_z
134112,24沛国01,sz,hs_z
134111,24渤海K3,sz,hs_z
134110,24渤海K2,sz,hs_z
134109,24国证09,sz,hs_z
134108,24人教01,sz,hs_z
134107,24开投02,sz,hs_z
134106,24江高03,sz,hs_z
134105,24高产01,sz,hs_z
134104,24高控03,sz,hs_z
134103,24鄂产城,sz,hs_z
134101,24联港03,sz,hs_z
134100,24晋投Y4,sz,hs_z
134098,24粤铁01,sz,hs_z
134097,24罗湖02,sz,hs_z
134096,24惠通05,sz,hs_z
134095,24开建02,sz,hs_z
134092,24穗开Y6,sz,hs_z
134091,24天安01,sz,hs_z
134090,24正方01,sz,hs_z
134089,24豫辉01,sz,hs_z
134088,24昆投04,sz,hs_z
134087,24鹤山01,sz,hs_z
134086,24开平01,sz,hs_z
134085,24政源01,sz,hs_z
134083,24洛旅V5,sz,hs_z
134082,24国证08,sz,hs_z
134081,24国证07,sz,hs_z
134080,24广发11,sz,hs_z
134079,24广发10,sz,hs_z
134078,24渤海K1,sz,hs_z
134077,24临汾06,sz,hs_z
134076,24福狮01,sz,hs_z
134075,24漳交D3,sz,hs_z
134074,24依江01,sz,hs_z
134073,24昌阳02,sz,hs_z
134072,24泉旅05,sz,hs_z
134071,24新控03,sz,hs_z
134070,24海交01,sz,hs_z
134069,24陕增D1,sz,hs_z
134068,24鑫控03,sz,hs_z
134067,24阳交01,sz,hs_z
134066,24东交01,sz,hs_z
134065,24乌铁04,sz,hs_z
134063,24新控02,sz,hs_z
134062,24广发07,sz,hs_z
134060,24洛旅V3,sz,hs_z
134059,24汕尾01,sz,hs_z
134057,24萧控02,sz,hs_z
134055,24惠城01,sz,hs_z
134054,24国证06,sz,hs_z
134052,24洛旅V1,sz,hs_z
134051,24智都04,sz,hs_z
134049,24国证05,sz,hs_z
134048,24淄博Y2,sz,hs_z
134046,24基建01,sz,hs_z
134044,24针织01,sz,hs_z
134043,24仁投02,sz,hs_z
134041,24临汾04,sz,hs_z
134040,24知投D2,sz,hs_z
134039,24云浮01,sz,hs_z
134038,24吉安05,sz,hs_z
134036,24佛桂01,sz,hs_z
134035,24国证04,sz,hs_z
134034,24香投02,sz,hs_z
134033,24金控Y1,sz,hs_z
134032,24萍创06,sz,hs_z
134031,24策源K1,sz,hs_z
134030,24发控07,sz,hs_z
134029,24发控06,sz,hs_z
134027,24乌铁01,sz,hs_z
134025,24信阳K1,sz,hs_z
134024,24邕投K1,sz,hs_z
134023,24株城D2,sz,hs_z
134022,24鑫控02,sz,hs_z
134020,24台商01,sz,hs_z
134019,24信投02,sz,hs_z
134018,24信投01,sz,hs_z
134017,24长农01,sz,hs_z
134016,24漳交D2,sz,hs_z
134015,24茂名Y1,sz,hs_z
134014,24光控K1,sz,hs_z
134013,24穗基K1,sz,hs_z
134012,24张家01,sz,hs_z
134011,24江夏01,sz,hs_z
134009,24广基02,sz,hs_z
134008,24佛高01,sz,hs_z
134007,24晋投Y2,sz,hs_z
134005,24桂债Z1,sz,hs_z
134004,24城发D1,sz,hs_z
134003,24江高02,sz,hs_z
134001,24临汾03,sz,hs_z
133999,25荆开04,sz,hs_z
133997,25龙城03,sz,hs_z
133995,25穗建01,sz,hs_z
133994,25青资03,sz,hs_z
133993,25文投01,sz,hs_z
133992,25大悦02,sz,hs_z
133991,25大悦01,sz,hs_z
133990,25清远01,sz,hs_z
133988,25广开K3,sz,hs_z
133987,25润桐K2,sz,hs_z
133986,25润桐K1,sz,hs_z
133985,25天一01,sz,hs_z
133983,25江滨01,sz,hs_z
133982,25锡投02,sz,hs_z
133980,25京租01,sz,hs_z
133979,25金控Y1,sz,hs_z
133977,25城运01,sz,hs_z
133976,25漳资02,sz,hs_z
133974,25津金01,sz,hs_z
133973,25榆阳01,sz,hs_z
133972,25涪陵07,sz,hs_z
133971,25丰县01,sz,hs_z
133970,25穗城03,sz,hs_z
133968,25坪投01,sz,hs_z
133967,25衢资02,sz,hs_z
133966,25知投03,sz,hs_z
133965,25中交02,sz,hs_z
133964,25正方02,sz,hs_z
133963,25惠通Y1,sz,hs_z
133962,25广发D5,sz,hs_z
133960,25泉旅01,sz,hs_z
133959,25知投D1,sz,hs_z
133958,25金街01,sz,hs_z
133957,25潮州02,sz,hs_z
133956,25潮州01,sz,hs_z
133952,25开投01,sz,hs_z
133951,25堰控01,sz,hs_z
133949,25荆开01,sz,hs_z
133948,25福狮01,sz,hs_z
133947,25惠城01,sz,hs_z
133946,25奉开01,sz,hs_z
133944,25涪陵05,sz,hs_z
133943,25高明01,sz,hs_z
133942,25广开K2,sz,hs_z
133941,25广开K1,sz,hs_z
133940,25海交02,sz,hs_z
133938,25穗城02,sz,hs_z
133937,25博罗01,sz,hs_z
133935,25知投01,sz,hs_z
133933,25九国01,sz,hs_z
133932,25金石01,sz,hs_z
133931,25临汾01,sz,hs_z
133930,25政源01,sz,hs_z
133929,25郑交02,sz,hs_z
133928,25郑交01,sz,hs_z
133927,25国证02,sz,hs_z
133926,25镇兴01,sz,hs_z
133925,25达发01,sz,hs_z
133924,25什邡01,sz,hs_z
133923,25株城Y3,sz,hs_z
133922,25穗城01,sz,hs_z
133921,25信阳02,sz,hs_z
133919,25渤海K2,sz,hs_z
133918,25渤海K1,sz,hs_z
133917,25电化K1,sz,hs_z
133916,25厦信Y1,sz,hs_z
133915,25君来01,sz,hs_z
133914,25增城01,sz,hs_z
133913,25西发K1,sz,hs_z
133912,25茂发01,sz,hs_z
133911,25舜通01,sz,hs_z
133910,25大鹏01,sz,hs_z
133909,25云高01,sz,hs_z
133908,25漳资01,sz,hs_z
133907,25淄国01,sz,hs_z
133906,24国恒02,sz,hs_z
133903,24国益D1,sz,hs_z
133902,24齐鲁01,sz,hs_z
133901,24泉旅02,sz,hs_z
133900,24信阳01,sz,hs_z
133899,24番禺02,sz,hs_z
133898,24兴中01,sz,hs_z
133897,24高科02,sz,hs_z
133896,24新控01,sz,hs_z
133895,24涪陵09,sz,hs_z
133894,24涪陵08,sz,hs_z
133893,24红旗渠,sz,hs_z
133892,24国盛01,sz,hs_z
133891,24环发01,sz,hs_z
133890,24吉安03,sz,hs_z
133888,24金舵K2,sz,hs_z
133887,24发控05,sz,hs_z
133886,24发控04,sz,hs_z
133885,24文蓝02,sz,hs_z
133883,24仁投01,sz,hs_z
133881,24合高01,sz,hs_z
133880,24钦投01,sz,hs_z
133879,24新交03,sz,hs_z
133878,24环水01,sz,hs_z
133877,24联港02,sz,hs_z
133876,24湘江01,sz,hs_z
133875,24青财01,sz,hs_z
133874,24泾河01,sz,hs_z
133873,24桂债04,sz,hs_z
133872,24禅城01,sz,hs_z
133871,24东投02,sz,hs_z
133868,24文蓝01,sz,hs_z
133867,24诸建01,sz,hs_z
133866,24北创01,sz,hs_z
133864,24衡城01,sz,hs_z
133863,24玉开债,sz,hs_z
133861,24狮投01,sz,hs_z
133860,24晋控Y1,sz,hs_z
133858,24宜化K1,sz,hs_z
133857,24桐资01,sz,hs_z
133856,24桂债03,sz,hs_z
133853,24博罗01,sz,hs_z
133852,24创鸿01,sz,hs_z
133851,24川发02,sz,hs_z
133850,24川发K1,sz,hs_z
133849,24常投03,sz,hs_z
133848,24漳资01,sz,hs_z
133847,24方洋Y2,sz,hs_z
133846,24杭湾02,sz,hs_z
133845,24财兴01,sz,hs_z
133844,24海珠01,sz,hs_z
133843,24临汾01,sz,hs_z
133842,24湔江01,sz,hs_z
133841,24国证F2,sz,hs_z
133840,24国证F1,sz,hs_z
133839,24常投02,sz,hs_z
133838,24涪陵07,sz,hs_z
133837,24涪陵06,sz,hs_z
133835,24金舵K1,sz,hs_z
133834,24庐阳01,sz,hs_z
133833,24汇华02,sz,hs_z
133832,24惠通04,sz,hs_z
133829,24夷发01,sz,hs_z
133828,24西发K1,sz,hs_z
133827,24兰发01,sz,hs_z
133825,24坪投01,sz,hs_z
133824,24江能02,sz,hs_z
133823,24白云01,sz,hs_z
133822,24汽投01,sz,hs_z
133821,24海经01,sz,hs_z
133820,24发控03,sz,hs_z
133819,24发控02,sz,hs_z
133818,24基金01,sz,hs_z
133817,24金国01,sz,hs_z
133816,24海口01,sz,hs_z
133814,24昆投03,sz,hs_z
133813,24临汾02,sz,hs_z
133812,24罗湖01,sz,hs_z
133811,24侨城01,sz,hs_z
133810,24金航02,sz,hs_z
133809,24电建F2,sz,hs_z
133808,24电建F1,sz,hs_z
133807,24狮产01,sz,hs_z
133805,24杭湾01,sz,hs_z
133804,24漳经01,sz,hs_z
133803,24珠高02,sz,hs_z
133801,24昆投01,sz,hs_z
133800,24公资K1,sz,hs_z
133799,24吉控04,sz,hs_z
133798,24吉控03,sz,hs_z
133797,24开投01,sz,hs_z
133795,24江能01,sz,hs_z
133793,24德达G1,sz,hs_z
133792,24淄金K1,sz,hs_z
133791,24广基01,sz,hs_z
133790,24广开04,sz,hs_z
133789,24广开03,sz,hs_z
133788,24泰山01,sz,hs_z
133786,24惠通01,sz,hs_z
133785,24南沙K1,sz,hs_z
133784,24闽金K1,sz,hs_z
133783,24康佳03,sz,hs_z
133782,24康佳02,sz,hs_z
133781,24方洋Y1,sz,hs_z
133780,24番禺01,sz,hs_z
133779,24徐盛02,sz,hs_z
133778,24发控01,sz,hs_z
133776,24潮州02,sz,hs_z
133774,24达发01,sz,hs_z
133773,24滨控K1,sz,hs_z
133772,24哈密01,sz,hs_z
133771,24寿光01,sz,hs_z
133769,24金航01,sz,hs_z
133768,24信阳G1,sz,hs_z
133767,24新交02,sz,hs_z
133765,24汇华01,sz,hs_z
133764,24徐盛01,sz,hs_z
133763,24筑工01,sz,hs_z
133762,24香投01,sz,hs_z
133761,24广开02,sz,hs_z
133760,24广开01,sz,hs_z
133759,24康佳01,sz,hs_z
133758,24联港01,sz,hs_z
133757,24珠高01,sz,hs_z
133756,24上发Y2,sz,hs_z
133755,24阳江01,sz,hs_z
133754,24吉控02,sz,hs_z
133753,24吉控01,sz,hs_z
133752,24信融01,sz,hs_z
133751,24兴市01,sz,hs_z
133750,24天资K1,sz,hs_z
133746,24吉安01,sz,hs_z
133745,24临平Y1,sz,hs_z
133744,24汤山01,sz,hs_z
133743,24重投K1,sz,hs_z
133741,23翰宇01,sz,hs_z
133740,23淄金K1,sz,hs_z
133739,23正方02,sz,hs_z
133737,23创集K2,sz,hs_z
133736,23云产01,sz,hs_z
133735,23广开03,sz,hs_z
133734,23上发Y1,sz,hs_z
133733,23华旅V1,sz,hs_z
133732,23象滨01,sz,hs_z
133731,23罗湖01,sz,hs_z
133730,23晋桥02,sz,hs_z
133729,23衢城G1,sz,hs_z
133728,23闽金04,sz,hs_z
133726,23正方01,sz,hs_z
133724,23奉交01,sz,hs_z
133722,23江夏01,sz,hs_z
133721,23周发01,sz,hs_z
133720,23镇交Y2,sz,hs_z
133719,23富海K1,sz,hs_z
133717,23闽金02,sz,hs_z
133716,23闽金01,sz,hs_z
133714,23禅城01,sz,hs_z
133713,晋桥YK01,sz,hs_z
133712,23安信08,sz,hs_z
133710,23临平Y3,sz,hs_z
133709,23狮产03,sz,hs_z
133708,23开投05,sz,hs_z
133707,23开封04,sz,hs_z
133706,23东财05,sz,hs_z
133705,23通顺01,sz,hs_z
133704,23南沙K2,sz,hs_z
133703,23漳交Y2,sz,hs_z
133702,23临汾01,sz,hs_z
133701,23开投04,sz,hs_z
133700,23临平Y2,sz,hs_z
133699,23安信06,sz,hs_z
133697,23椒发02,sz,hs_z
133696,23哈密03,sz,hs_z
133695,23创集K1,sz,hs_z
133694,23诸建01,sz,hs_z
133693,23昆投02,sz,hs_z
133692,23龙翔01,sz,hs_z
133691,23晋资04,sz,hs_z
133685,23兴城建,sz,hs_z
133683,24成资01,sz,hs_z
133682,23光控K1,sz,hs_z
133681,23周城V4,sz,hs_z
133680,23重投K1,sz,hs_z
133679,23泰金01,sz,hs_z
133678,23徐产01,sz,hs_z
133677,23渝峡02,sz,hs_z
133676,23蓉高04,sz,hs_z
133675,23菏控03,sz,hs_z
133674,23茂债02,sz,hs_z
133673,23安信04,sz,hs_z
133671,23珠高01,sz,hs_z
133670,23漳经04,sz,hs_z
133669,23万州K1,sz,hs_z
133668,23晋控Y1,sz,hs_z
133667,23鄂科03,sz,hs_z
133666,23济宁05,sz,hs_z
133664,23崇发01,sz,hs_z
133663,23深汕01,sz,hs_z
133661,23武进05,sz,hs_z
133660,23东财04,sz,hs_z
133659,23益阳01,sz,hs_z
133658,23长寿K2,sz,hs_z
133657,23城铁债,sz,hs_z
133656,23合高01,sz,hs_z
133655,23智都01,sz,hs_z
133653,23威海03,sz,hs_z
133652,23岳建04,sz,hs_z
133649,23堰控03,sz,hs_z
133648,23开封03,sz,hs_z
133647,23渝隆04,sz,hs_z
133646,23衡高K1,sz,hs_z
133644,23安运V1,sz,hs_z
133643,23周城V3,sz,hs_z
133642,23铁汉K1,sz,hs_z
133641,23嘉秀05,sz,hs_z
133639,23嘉南01,sz,hs_z
133638,23济宁04,sz,hs_z
133637,23科投K4,sz,hs_z
133636,23科投K3,sz,hs_z
133635,23滨江债,sz,hs_z
133634,23菏控02,sz,hs_z
133633,23菏控01,sz,hs_z
133632,23渝隆03,sz,hs_z
133631,23湾投01,sz,hs_z
133629,23镇交Y1,sz,hs_z
133627,23江高02,sz,hs_z
133626,23增投02,sz,hs_z
133625,23绵科01,sz,hs_z
133624,23岸资02,sz,hs_z
133623,23商丘07,sz,hs_z
133621,23漳经03,sz,hs_z
133620,23漳经02,sz,hs_z
133619,23桂债02,sz,hs_z
133618,23长寿K1,sz,hs_z
133615,23武进03,sz,hs_z
133614,23新交01,sz,hs_z
133613,23袍创G1,sz,hs_z
133612,23SXFZ01,sz,hs_z
133611,23经投V1,sz,hs_z
133610,23益阳V1,sz,hs_z
133609,23仁寿02,sz,hs_z
133607,23周城V2,sz,hs_z
133606,23吉控02,sz,hs_z
133605,23德产K1,sz,hs_z
133604,23浏发02,sz,hs_z
133603,23株资02,sz,hs_z
133602,23岳建03,sz,hs_z
133601,23宣城01,sz,hs_z
133600,23益交02,sz,hs_z
133599,23益交01,sz,hs_z
133598,23晋资03,sz,hs_z
133597,23高教02,sz,hs_z
133595,23国恒01,sz,hs_z
133594,23广开02,sz,hs_z
133593,23科投K2,sz,hs_z
133591,23汽投01,sz,hs_z
133590,23鄂科02,sz,hs_z
133588,23岳湖01,sz,hs_z
133587,23绵交02,sz,hs_z
133586,23椒发01,sz,hs_z
133585,23海城K1,sz,hs_z
133584,23桂债01,sz,hs_z
133583,23沛兴V1,sz,hs_z
133582,23周城V1,sz,hs_z
133581,23天安01,sz,hs_z
133580,23晋资02,sz,hs_z
133579,23安产02,sz,hs_z
133578,23蓉高03,sz,hs_z
133576,23博罗01,sz,hs_z
133575,23淮发03,sz,hs_z
133574,23阳江02,sz,hs_z
133572,23增城01,sz,hs_z
133571,23晋资K1,sz,hs_z
133570,23江滨02,sz,hs_z
133569,23涪陵04,sz,hs_z
133568,23涪陵03,sz,hs_z
133567,23吉控01,sz,hs_z
133565,23天资K1,sz,hs_z
133564,23轩达V1,sz,hs_z
133561,23安产01,sz,hs_z
133559,23南沙K1,sz,hs_z
133557,23武进01,sz,hs_z
133555,23产城01,sz,hs_z
133553,23武硚01,sz,hs_z
133552,23临平Y1,sz,hs_z
133548,23蓉高02,sz,hs_z
133547,23福清02,sz,hs_z
133546,23台商02,sz,hs_z
133544,23安交02,sz,hs_z
133543,23岳湖V1,sz,hs_z
133541,23威海01,sz,hs_z
133540,23岳建02,sz,hs_z
133539,23仲恺02,sz,hs_z
133537,23高教01,sz,hs_z
133535,23晋资01,sz,hs_z
133532,23株资V2,sz,hs_z
133529,23嵊州02,sz,hs_z
133526,23甬东01,sz,hs_z
133525,23九黎V1,sz,hs_z
133524,23仁寿01,sz,hs_z
133522,23茂名01,sz,hs_z
133521,23南翼01,sz,hs_z
133519,23长金01,sz,hs_z
133518,23仲恺01,sz,hs_z
133515,23嵊州01,sz,hs_z
133514,23绵交01,sz,hs_z
133513,23江滨01,sz,hs_z
133511,23济宁01,sz,hs_z
133510,23广开01,sz,hs_z
133508,23沛城V1,sz,hs_z
133506,23宣经02,sz,hs_z
133505,23河池01,sz,hs_z
133504,23佛交01,sz,hs_z
133503,23桂建05,sz,hs_z
133502,23绍城01,sz,hs_z
133501,23江投K2,sz,hs_z
133500,23江投K1,sz,hs_z
133499,23淮发02,sz,hs_z
133491,23嘉秀03,sz,hs_z
133489,23开建01,sz,hs_z
