ud,pc,zf,p,o,h,l,yc,cje,v,pv,tv,t,dm
134.708,1.5528,1.717,8810.084,8673.257,8810.304,8661.348,8675.376,42695195100,13344793,1334479321,3343,2025-07-17 15:00:12,399394
23.782,0.4103,1.0619,5819.838,5787.781,5827.948,5766.398,5796.056,37406877800,22947168,2294716759,124372,2025-07-17 15:00:09,399395
112.552,0.6197,0.6744,18274.284,18159.755,18282.24,18159.755,18161.732,19130747800,4692171,469217145,29455,2025-07-17 15:00:12,399396
10.953,0.5286,0.8908,2083.133,2068.631,2083.133,2064.675,2072.18,33408718200,27250196,2725019552,472,2025-07-17 15:00:12,399397
48.758,0.4879,0.5254,10042.728,9992.717,10043.69,9991.184000000001,9993.97,49546085100,16358861,1635886062,1116,2025-07-17 15:00:12,399398
34.34,0.478,0.5323,7217.807,7179.681,7217.916,7179.681,7183.467000000001,199730060000,118766908,11876690849,27920,2025-07-17 15:00:12,399399
28.049,0.7841,0.8199,3605.202,3575.941,3605.271,3575.941,3577.153,445120127800,229087869,22908786944,74086,2025-07-17 15:00:12,399400
45.996,1.1708,1.166,3974.615,3929.917,3974.622,3928.813,3928.619,378538981200,242026846,24202684633,60031,2025-07-17 15:00:12,399401
25.688,0.8346,0.7485,3103.724,3080.685,3103.724,3080.685,3078.036,115485836900,66362001,6636200065,20462,2025-07-17 15:00:12,399402
90.086,1.1821,1.3214,7711.203,7611.189,7711.895,7611.189,7621.117,89145381500,27026241,2702624140,435,2025-07-17 15:00:12,399403
35.25,1.5508,1.5629,2308.27,2272.746,2308.27,2272.746,2273.02,105635352400,26258485,2625848468,13668,2025-07-17 15:00:12,399405
31.542,0.2538,0.3692,12458.377,12430.984,12464.091,12418.215,12426.835,23940136100,23971702,2397170165,18464,2025-07-17 15:00:12,399406
39.805,1.6691,1.647,2424.622,2389.607,2425.296,2386.019,2384.817,108557368300,43149917,4314991681,4456,2025-07-17 15:00:12,399407
17.603,0.125,0.5004,14104.26,14083.828,14111.06,14040.569,14086.657,26947488700,36214163,3621416259,14267,2025-07-17 15:00:12,399408
63.75,1.2598,1.5488,5124.233,5057.836,5124.48,5046.101,5060.483,83830074600,48105796,4810579608,2550,2025-07-17 15:00:12,399409
67.664,3.248,2.772,2150.92,2094.196,2151.943,2094.196,2083.256,22929965600,6208897,620889712,1028,2025-07-17 15:00:12,399410
-4.606,-0.1348,0.6356,3412.743,3417.136,3425.975,3404.256,3417.349,28784397500,33132760,3313276030,19604,2025-07-17 15:00:12,399411
21.946,0.971,0.8744,2282.091,2269.923,2282.154,2262.392,2260.145,49663728200,21029025,2102902457,9749,2025-07-17 15:00:12,399412
1.401,0.8404,0.7984,168.108,166.777,168.108,166.777,166.707,74183594700,4555474,455547397,7348,2025-07-17 15:00:03,399413
37.402,0.5957,0.7574,6316.204,6272.48,6317.004,6269.449000000001,6278.802,47370771000,25959635,2595963468,6474,2025-07-17 15:00:12,399415
56.857,1.3989,1.6036,4121.181,4061.971,4121.181,4056.004,4064.324,56985855200,38745359,3874535941,12967,2025-07-17 15:00:12,399416
37.118,1.3338,1.5605,2819.938,2786.692,2819.938,2776.512,2782.82,47143019000,15506346,1550634632,27756,2025-07-17 15:00:12,399417
49.182,1.2477,1.8748,3990.918,3934.2,3999.424,3925.525,3941.736,59911313900,24218657,2421865652,8417,2025-07-17 15:00:12,399418
12.701,0.6635,0.8012,1927.084,1914.632,1927.095,1911.757,1914.383,14901078400,12856842,1285684246,75703,2025-07-17 15:00:12,399419
6.571,0.4484,0.8471,1471.878,1464.669,1474.371,1461.959,1465.307,24157398800,16142784,1614278406,14411,2025-07-17 15:00:12,399420
25.79,0.8357,1.2707,3111.726,3079.167,3111.873,3072.66,3085.936,133350061500,89821162,8982116201,29160,2025-07-17 15:00:12,399422
22.247,0.9321,1.4921,2408.99,2382.277,2409.264,2373.651,2386.743,33995229900,17039697,1703969667,11373,2025-07-17 15:00:12,399423
34.443,0.9706,1.1434,3583.232,3550.778,3583.26,3542.683,3548.789,64209312400,30072118,3007211812,7799,2025-07-17 15:00:12,399428
15.597,1.1907,1.0466,1325.519,1312.536,1325.536,1311.826,1309.922,33346633100,28117375,2811737506,12849,2025-07-17 15:00:12,399429
-34.673,-0.4024,0.8659,8581.435,8603.532000000001,8635.799,8561.196,8616.108,22054787900,26325838,2632583789,15576,2025-07-17 15:00:09,399431
71.311,1.4676,1.7372,4930.203,4860.699000000001,4930.203,4845.796,4858.892,41615449900,12982025,1298202522,33418,2025-07-17 15:00:12,399432
-9.287,-0.5527,0.659,1671.059,1677.205,1680.548,1669.475,1680.346,13722447600,19053841,1905384091,186758,2025-07-17 15:00:09,399433
15.66,0.7708,1.4679,2047.402,2025.807,2047.402,2017.579,2031.742,28453590500,25587321,2558732117,41182,2025-07-17 15:00:12,399434
16.929,0.4394,0.9086,3869.429,3852.524,3887.526,3852.524,3852.5,8336238600,9056947,905694668,2924,2025-07-17 15:00:09,399435
9.487,0.2656,0.606,3581.936,3575.797,3585.319,3563.67,3572.449,4299900900,7894058,789405827,187713,2025-07-17 15:00:12,399436
34.449,0.5359,1.015,6462.535,6427.998000000001,6473.925,6408.68,6428.086,22131737200,16585144,1658514408,20034,2025-07-17 15:00:12,399437
-2.923,-0.1462,0.6307,1996.534,2000.925,2003.334,1990.723,1999.457,13429938100,19256661,1925666139,6673,2025-07-17 15:00:12,399438
-0.585,-0.0351,0.4934,1666.747,1666.652,1668.573,1660.347,1667.332,8202968500,11744762,1174476208,718,2025-07-17 15:00:12,399439
18.724,1.4945,2.2101,1271.545,1251.581,1273.92,1246.232,1252.821,10765008300,22298588,2229858804,2052,2025-07-17 15:00:12,399440
42.393,1.9405,2.1686,2226.993,2184.367,2227.542,2180.167,2184.6,18746582700,6038534,603853401,2431,2025-07-17 15:00:12,399441
0.003,0.0023,0.0023,128.055,128.052,128.055,128.052,128.052,8086956900,797007,79700710,10,2025-07-17 15:04:48,399481
56.151,0.7407,0.7846,7637.325,7580.413,7639.895,7580.413,7581.174,42317861200,19191657,1919165708,136416,2025-07-17 15:00:09,399550
130.009,1.62,1.7152,8155.486,8019.158,8155.486,8017.836,8025.477,44639074100,20024144,2002414439,5465,2025-07-17 15:00:12,399551
19.882,0.2482,0.4207,8029.499,8007.202,8040.901,8007.202,8009.617,33305877100,18078929,1807892929,15576,2025-07-17 15:00:09,399552
95.082,1.41,1.3668,6838.331,6751.175,6843.34,6751.175,6743.249,30904570300,9621784,962178422,158,2025-07-17 15:00:09,399553
37.464,0.5093,0.5243,7393.463,7356.305,7394.871,7356.305,7355.999,35524478200,22393855,2239385476,87555,2025-07-17 15:00:09,399554
13.603,0.2554,0.3978,5339.3,5324.138,5342.239,5321.055,5325.697,32509226500,24543520,2454352021,15986,2025-07-17 15:00:12,399555
12.467,0.534,0.6222,2347.06,2340.358,2347.12,2332.593,2334.593,42219102900,16748838,1674883765,11917,2025-07-17 15:00:12,399556
9.298,0.5358,0.9039,1744.622,1732.385,1744.622,1728.937,1735.324,33408718200,27250196,2725019552,472,2025-07-17 15:00:12,399557
16.604,1.6577,1.6916,1018.209,1001.266,1018.209,1001.266,1001.605,72997736700,35202565,3520256542,402518,2025-07-17 15:00:03,399602
13.056,0.6999,0.7399,1878.455,1865.217,1879.02,1865.217,1865.399,36195180100,23654907,2365490660,262456,2025-07-17 15:00:03,399604
43.335,1.7567,1.8449,2510.243,2465.109,2510.62,2465.109,2466.908,124721632100,28976208,2897620811,261701,2025-07-17 15:00:03,399606
47.58,1.5446,1.5985,3127.916,3079.597,3127.916,3078.677,3080.336,115296384100,34684514,3468451358,317617,2025-07-17 15:00:03,399608
221.388,3.4248,3.6019,6685.649,6452.812,6685.649,6452.812,6464.261,121091561600,33120934,3312093361,329748,2025-07-17 15:00:03,399610
47.848,2.0101,1.9416,2428.279,2382.06,2428.279,2382.06,2380.431,156661797700,40901400,4090140005,340579,2025-07-17 15:00:03,399611
40.245,1.9875,1.9412,2065.102,2025.795,2065.102,2025.795,2024.857,156661797700,40901400,4090140005,340579,2025-07-17 15:00:03,399612
24.861,0.8556,0.9192,2930.413,2907.881,2931.496,2904.788,2905.552,1808361900,2623012,262301189,43517,2025-07-17 15:00:03,399613
28.051,1.0833,1.2346,2617.336,2588.924,2617.555,2585.588,2589.285,41802036800,31730970,3173097033,288259,2025-07-17 15:00:03,399614
27.901,0.8979,0.9291,3135.307,3112.211,3135.307,3106.436,3107.406,87549684500,41389816,4138981648,410668,2025-07-17 15:00:03,399615
35.98,0.5723,0.6805,6322.755,6283.626,6323.919,6281.139,6286.775000000001,43091942600,29776223,2977622294,466303,2025-07-17 15:00:03,399616
22.943,0.2404,0.8169,9565.595,9536.744,9610.482,9532.526,9542.652,8596318000,2959280,295928007,31740,2025-07-17 15:00:03,399617
138.891,1.701,1.8665,8303.947,8167.178,8304.214,8151.817,8165.056,31195156400,12827026,1282702593,129861,2025-07-17 15:00:03,399618
29.523,0.4222,0.7777,7021.601000000001,6996.325,7034.202,6979.828,6992.078,18445238600,16524885,1652488505,166117,2025-07-17 15:00:03,399619
112.059,2.5278,2.6394,4545.190000000001,4428.184,4545.190000000001,4428.184,4433.131,154196879000,66814051,6681405062,648673,2025-07-17 15:00:03,399620
241.58,3.9372,4.89,6377.419,6091.952,6391.992,6091.952,6135.839,49100075200,8331631,833163137,91306,2025-07-17 15:00:03,399621
-1.168,-0.0704,0.7508,1658.605,1661.236,1664.079,1651.617,1659.773,3346089600,4886044,488604420,56935,2025-07-17 15:00:03,399622
114.563,1.5521,1.5205,7495.701,7383.469,7495.701,7383.469,7381.138,195950335700,120432512,12043251249,1360897,2025-07-17 15:00:03,399623
25.836,1.233,1.4589,2121.143,2093.083,2121.143,2090.574,2095.307,196117043600,115223294,11522329406,1287384,2025-07-17 15:00:03,399624
30.99,1.6566,1.6804,1901.724,1870.288,1901.724,1870.288,1870.734,352778841400,156124694,15612469411,1627964,2025-07-17 15:00:03,399625
23.838,1.6489,1.6919,1469.509,1445.049,1469.509,1445.049,1445.671,139408870100,46035379,4603537922,480417,2025-07-17 15:00:03,399626
17.386,0.8044,0.7655,2178.775,2162.23,2178.775,2162.23,2161.389,66636379400,37620977,3762097675,413343,2025-07-17 15:00:03,399627
19.962,1.0147,1.258,1987.261,1964.04,1987.261,1962.512,1967.299,88609746900,50291029,5029102870,609642,2025-07-17 15:00:03,399628
12.967,0.4893,0.5209,2662.879,2650.935,2662.879,2649.076,2649.912,43193036300,42242420,4224241952,488479,2025-07-17 15:00:03,399629
20.224,1.5447,1.5718,1329.468,1308.889,1329.468,1308.889,1309.244,224063221900,82670909,8267090855,927498,2025-07-17 15:00:03,399630
14.205,0.6877,0.7246,2079.708,2064.741,2079.708,2064.741,2065.503,111128971800,87576011,8757601050,973340,2025-07-17 15:00:03,399631
67.047,1.5718,1.624,4332.765,4263.489,4332.765,4263.489,4265.718,150743225800,52237732,5223773204,532960,2025-07-17 15:00:03,399632
66.467,1.3285,1.3223,5069.47,5003.462,5069.47,5003.317,5003.003,282415243300,117426318,11742631813,1200772,2025-07-17 15:00:03,399633
56.418,1.6414,1.525,3493.542,3441.125,3493.542,3441.125,3437.124,92114831700,39445746,3944574590,401123,2025-07-17 15:00:03,399634
24.492,1.5146,1.7836,1641.505,1615.048,1641.505,1612.664,1617.013,124721632100,28976208,2897620811,261701,2025-07-17 15:00:03,399635
93.185,1.8015,1.7341,5265.814,5176.114,5265.814,5176.114,5172.629,90881997600,28390104,2839010356,302720,2025-07-17 15:00:03,399636
-7.906,-0.4724,1.0313,1665.806,1666.53,1675.226,1657.965,1673.712,2833010400,6327207,632720720,89947,2025-07-17 15:00:03,399637
51.252,0.9707,0.8685,5330.905,5302.321,5332.678,5286.823,5279.653,37818759900,14426228,1442622777,124637,2025-07-17 15:00:03,399638
17.266,1.0712,1.0079,1629.072,1612.826,1629.072,1612.826,1611.806,20433162500,14063692,1406369158,144534,2025-07-17 15:00:03,399639
34.693,1.5346,1.652,2295.403,2258.484,2295.403,2258.055,2260.71,322917258500,137767270,13776727002,1490557,2025-07-17 15:00:03,399640
38.965,1.8156,1.8309,2185.107,2145.813,2185.107,2145.813,2146.142,242019996900,92035101,9203510122,934599,2025-07-17 15:00:03,399641
38.53,2.1532,2.02,1827.922,1791.777,1827.922,1791.777,1789.392,98125618500,51694192,5169419221,538223,2025-07-17 15:00:03,399642
49.33,1.8083,1.8836,2777.35,2725.965,2777.35,2725.965,2728.02,126712201500,32256167,3225616699,290010,2025-07-17 15:00:03,399643
18.855,0.5516,0.5427,3437.013,3418.463,3437.013,3418.463,3418.158,41141792100,31244212,3124421211,323255,2025-07-17 15:00:03,399644
57.301,0.6447,0.6819,8944.645,8884.045,8944.645,8884.045,8887.344000000001,38272833200,21916289,2191628915,244530,2025-07-17 15:00:03,399645
27.252,0.3474,0.6624,7872.589,7843.417,7895.387,7843.417,7845.337,35091097800,20019359,2001935874,284198,2025-07-17 15:00:03,399646
136.385,1.7012,1.8662,8153.349,8019.527,8154.285,8004.674,8016.964,26883054300,11267886,1126788553,100435,2025-07-17 15:00:03,399647
59.306,0.5602,0.5825,10646.198,10585.301,10646.973,10585.301,10586.892,107855267300,47956690,4795668962,515140,2025-07-17 15:00:03,399648
24.45,0.8723,0.8879,2827.351,2802.617,2827.505,2802.617,2802.901,20068985700,11648927,1164892678,137094,2025-07-17 15:00:03,399649
43.599,2.1253,2.149,2095.035,2050.95,2095.035,2050.95,2051.436,36235285900,12702142,1270214162,128213,2025-07-17 15:00:03,399650
23.929,1.6038,1.6299,1515.98,1491.749,1516.068,1491.749,1492.051,35879296500,12484819,1248481859,116924,2025-07-17 15:00:03,399651
35.095,1.0826,1.6444,3276.928,3232.994,3277.843,3224.535,3241.833,26780262900,9713498,971349775,106681,2025-07-17 15:00:03,399652
22.605,0.9229,0.9342,2471.84,2448.96,2471.84,2448.96,2449.235,69771787400,28069179,2806917905,369825,2025-07-17 15:00:03,399653
18.219,0.6867,1.241,2671.371,2646.579,2671.371,2638.446,2653.152,40696685900,33666552,3366655175,454131,2025-07-17 15:00:03,399654
48.494,0.4904,0.6493,9937.147,9883.723,9937.147,9872.942000000001,9888.653,52894716700,17155598,1715559778,189684,2025-07-17 15:00:03,399655
66.129,1.2218,1.2699,5478.506,5409.774,5478.506,5409.774,5412.377,150743225800,52237732,5223773204,532960,2025-07-17 15:00:03,399656
75.508,1.289,1.2939,5933.262,5857.471,5933.262,5857.471,5857.754,282415243300,117426318,11742631813,1200772,2025-07-17 15:00:03,399657
67.792,1.7257,1.7054,3996.254,3929.257,3996.254,3929.257,3928.462,92114831700,39445746,3944574590,401123,2025-07-17 15:00:03,399658
47.941,1.2498,1.2816,3883.92,3836.057,3883.92,3834.759,3835.979,375626944300,182741962,18274196238,1935630,2025-07-17 15:00:03,399659
43.054,2.1028,2.0073,2090.557,2049.458,2090.557,2049.458,2047.503,156661797700,40901400,4090140005,340579,2025-07-17 15:00:03,399660
26.827,0.4946,0.5035,5451.098,5424.47,5451.098,5423.787,5424.271,42144466600,32127731,3212773112,348858,2025-07-17 15:00:03,399661
32.223,1.8683,1.9183,1756.985,1725.511,1756.985,1723.899,1724.762,152771545200,41877898,4187789822,357400,2025-07-17 15:00:03,399662
3.659,0.2034,0.4574,1802.169,1798.69,1803.329,1795.103,1798.51,29652998100,20879470,2087946962,249543,2025-07-17 15:00:03,399663
21.531,1.8552,1.925,1182.109,1161.049,1182.109,1159.768,1160.578,83399007900,50378346,5037834560,540791,2025-07-17 15:00:03,399664
16.102,0.7952,0.7853,2041.08,2025.177,2041.08,2025.177,2024.978,81785603600,47880795,4788079525,518198,2025-07-17 15:00:03,399665
26.88,1.7261,2.0019,1584.114,1554.873,1584.114,1552.939,1557.234,194442123100,63664089,6366408949,632064,2025-07-17 15:00:03,399666
84.372,2.3738,2.6114,3638.66,3549.268,3642.084,3549.268,3554.288,96335935000,20166946,2016694647,186055,2025-07-17 15:00:03,399667
27.034,0.6595,0.7542,4126.337,4105.406,4129.769,4098.852,4099.303,55145871500,25248838,2524883804,201303,2025-07-17 15:00:03,399668
31.617,0.398,0.7259,7975.829,7945.28,7999.481,7941.812,7944.212,16588869200,7421983,742198283,79087,2025-07-17 15:00:03,399669
71.221,2.1753,1.8916,3345.328,3283.396,3345.328,3283.396,3274.107,77817880100,34796516,3479651591,350494,2025-07-17 15:00:03,399670
137.197,1.8343,2.0605,7616.904,7462.784000000001,7616.904,7462.784000000001,7479.707,63166224200,21530887,2153088701,277518,2025-07-17 15:00:03,399671
5.496,0.1411,0.5021,3899.853,3894.467,3907.472,3887.919,3894.357,9817190600,8266250,826624976,81310,2025-07-17 15:00:03,399672
45.013,2.0121,2.1303,2282.115,2235.787,2283.444,2235.787,2237.102,103700373000,21268490,2126849025,215992,2025-07-17 15:00:03,399673
33.968,1.7518,1.7722,1972.996,1939.703,1972.996,1938.632,1939.028,73919338400,46913026,4691302585,500316,2025-07-17 15:00:03,399674
42.99,1.3107,2.0257,3322.98,3273.712,3330.041,3263.598,3279.99,105064033400,50974289,5097428864,543004,2025-07-17 15:00:03,399675
60.623,1.6674,1.5928,3696.445,3638.986,3696.899,3638.986,3635.822,73919338400,46913026,4691302585,500316,2025-07-17 15:00:03,399676
62.196,1.1313,1.7972,5560.046,5488.769,5568.153,5469.343,5497.85,105064033400,50974289,5097428864,543004,2025-07-17 15:00:03,399677
9.052,1.7845,2.0779,516.302,507.097,516.331,505.791,507.25,17671698400,5984380,598438033,91489,2025-07-17 15:00:03,399678
82.721,1.6964,1.6116,4959.009,4880.993,4959.009,4880.425,4876.288,131672017600,65188586,6518858609,667812,2025-07-17 15:00:03,399679
7.722,1.2705,1.3574,615.493,608.117,616.351,608.101,607.771,1228895400,1567788,156778808,28716,2025-07-17 15:00:03,399680
9.641,1.0825,1.2328,900.239,890.375,900.4060000000001,889.427,890.5980000000001,31161600300,21477878,2147787841,190118,2025-07-17 15:00:03,399681
11.659,0.8344,0.8114,1408.886,1400.276,1408.886,1397.549,1397.227,67459408100,32080016,3208001638,305856,2025-07-17 15:00:03,399682
8.996,0.4891,0.6905,1848.431,1838.835,1851.536,1838.835,1839.435,34253375600,22276022,2227602224,324591,2025-07-17 15:00:03,399683
4.946,0.2634,0.7997,1882.732,1876.727,1890.08,1875.063,1877.786,9828573100,3390077,339007711,34982,2025-07-17 15:00:03,399684
27.649,1.6618,1.82,1691.467,1664.297,1691.467,1661.186,1663.818,27931265100,11750561,1175056108,107558,2025-07-17 15:00:03,399685
9.153,0.4305,0.7974,2135.11,2125.859,2138.721,2121.769,2125.957,23548477100,22839645,2283964516,268878,2025-07-17 15:00:03,399686
78.62,2.6522,2.7322,3042.912,2961.922,3042.912,2961.922,2964.292,135381661000,55294602,5529460181,521811,2025-07-17 15:00:03,399687
134.662,4.4395,5.4013,3167.913,3013.274,3177.109,3013.274,3033.251,40697010200,5864248,586424843,60570,2025-07-17 15:00:03,399688
-0.396,-0.0475,0.7573,832.644,833.672,835.289,828.98,833.04,2901231300,4356248,435624753,47099,2025-07-17 15:00:03,399689
40.806,1.1747,1.3921,3514.484,3472.083,3514.484,3466.126,3473.678,35604634800,15477460,1547746028,153878,2025-07-17 15:00:03,399692
51.413,1.1299,1.5724,4601.451,4558.659,4609.732,4538.188,4550.038,28286842300,17163021,1716302076,190815,2025-07-17 15:00:03,399693
57.362,1.7356,2.1129,3362.45,3299.354,3362.45,3292.617,3305.088,94686625100,34509026,3450902596,396728,2025-07-17 15:00:03,399694
24.025,1.1011,1.1955,2205.876,2187.419,2205.876,2179.793,2181.851,58880566400,29794094,2979409354,262628,2025-07-17 15:00:03,399695
60.806,2.0866,2.0024,2974.872,2916.521,2974.872,2916.521,2914.066,79763690400,41724755,4172475520,478087,2025-07-17 15:00:03,399696
57.447,1.7805,2.2727,3283.963,3223.56,3286.014,3212.684,3226.516,44159558300,23139930,2313992958,247088,2025-07-17 15:00:03,399697
349.432,0.7393,1.3354,47617.17,47086.403,47617.17,46985.954,47267.738,10072454200,4838857,483885711,47673,2025-07-17 15:00:03,399698
41.97,0.9648,1.2961,4392.121,4356.941,4410.533,4354.15,4350.151,88144199700,37628108,3762810803,4854,2025-07-17 15:00:12,399699
60.869,0.8187,0.8496,7495.843,7432.676,7495.843,7432.676,7434.974,67356885900,39545515,3954551501,414869,2025-07-17 15:00:03,399701
60.002,0.887,0.8824,6824.236,6764.55,6824.236,6764.55,6764.234,109491827700,61954281,6195428065,649404,2025-07-17 15:00:03,399702
62.535,0.947,0.922,6665.743,6604.860000000001,6665.743,6604.860000000001,6603.208000000001,157746854000,87751314,8775131410,936254,2025-07-17 15:00:03,399703
51.407,1.2003,1.6238,4334.103,4279.094,4338.967,4269.426,4282.696,25621014300,18448872,1844887173,186325,2025-07-17 15:00:03,399704
66.624,2.2551,2.2427,3021.049,2954.79,3021.049,2954.79,2954.425,173491250600,61761855,6176185453,567635,2025-07-17 15:00:03,399705
47.986,0.8634,0.9473,5605.593,5552.944,5605.593,5552.944,5557.607,84978338200,31229715,3122971475,340751,2025-07-17 15:00:03,399706
35.832,0.5694,1.057,6329.247,6295.323,6343.98,6277.459,6293.415,31807321400,28012397,2801239680,20034,2025-07-17 15:00:12,399707
92.677,1.1141,1.1951,8411.123,8311.710000000001,8411.123,8311.710000000001,8318.446,67162000100,33945964,3394596413,383994,2025-07-17 15:00:03,399750
77.419,1.4283,1.5561,5497.7,5414.364,5497.7,5413.356,5420.281,139090564800,71820980,7182097973,736559,2025-07-17 15:00:03,399802
67.156,1.6955,2.0771,4027.924,3954.969,4027.924,3945.655,3960.768,57461396100,22124723,2212472271,1921,2025-07-17 15:00:12,399803
4.001,0.2278,0.9202,1760.473,1754.541,1764.176,1748.013,1756.472,13344728400,7710415,771041456,20127,2025-07-17 15:00:12,399804
31.927,0.8217,1.0737,3917.582,3896.453,3935.197,3893.478,3885.655,79883386400,38106017,3810601652,4854,2025-07-17 15:00:12,399805
2.399,0.1895,0.8151,1268.567,1272.255,1275.395,1265.074,1266.168,9240367600,10727411,1072741103,2941,2025-07-17 15:00:12,399806
1.477,0.1129,0.419,1309.237,1308.806,1310.307,1304.828,1307.76,9086410000,10711849,1071184934,76706,2025-07-17 15:00:12,399807
22.366,1.1615,1.1824,1948.017,1936.317,1948.081,1925.313,1925.651,52598817900,27821888,2782188794,14678,2025-07-17 15:00:12,399808
-1.432,-0.06,0.6458,2384.437,2381.037,2394.586,2379.177,2385.869,19623512400,20641844,2064184434,15576,2025-07-17 15:00:09,399809
16.722,0.5871,1.178,2864.762,2841.16,2864.762,2831.212,2848.04,36371042700,31342200,3134219964,704,2025-07-17 15:00:12,399810
103.615,2.7014,2.7628,3939.162,3833.248,3939.217,3833.248,3835.547,84685283200,25023118,2502311849,10458,2025-07-17 15:00:12,399811
45.236,0.7209,0.6947,6319.821,6276.39,6319.981,6276.39,6274.585,30455185700,12051316,1205131622,1246,2025-07-17 15:00:12,399812
121.926,1.7956,2.0717,6912.104,6791.454,6915.053,6774.383,6790.178,106801828800,51562958,5156295825,12314,2025-07-17 15:00:12,399813
6.923,0.6568,0.8024,1061.04,1054.986,1063.444,1054.986,1054.117,13307810200,7179771,717977095,51402,2025-07-17 15:00:12,399814
101.118,1.3726,1.4534,7467.984,7360.911,7467.984,7360.911,7366.866,104161316600,29511677,2951167722,316846,2025-07-17 15:00:03,399850
73.608,1.1391,1.3079,6535.671,6458.414,6535.671,6451.153,6462.063,325983691200,227831646,22783164600,361282,2025-07-17 15:00:45,399852
-5.508,-0.0924,0.4799,5957.661,5955.940000000001,5966.918000000001,5938.302,5963.169,62743353800,59538219,5953821900,362943,2025-07-17 15:00:45,399901
23.346,0.6164,0.6794,3810.818,3785.235,3810.968,3785.235,3787.472,163068449200,72633182,7263318200,137848,2025-07-17 15:00:45,399903
65.269,1.0847,1.1537,6082.464,6013.714,6082.464,6013.044,6017.195,235042939300,149692658,14969265800,296957,2025-07-17 15:00:45,399905
125.262,1.5112,1.7589,8413.901,8279.912,8413.925,8268.139000000001,8288.639000000001,20227222600,5443587,544358700,2561,2025-07-17 15:00:45,399913
-3.949,-0.0585,0.6172,6750.009,6746.452,6772.207,6730.52,6753.958000000001,47850402700,42615422,4261542200,192412,2025-07-17 15:00:45,399914
-0.707,-0.027,0.6668,2620.749,2622.428,2627.601,2610.121,2621.456,6373655000,7361865,736186500,12359,2025-07-17 15:00:45,399928
89.154,0.5688,0.7036,15764.154,15676.123,15786.419,15676.123,15675.0,18817558300,4965225,496522500,8062,2025-07-17 15:00:45,399932
125.625,1.5269,1.6675,8353.341,8226.518,8353.559,8216.362000000001,8227.716,41118800700,13488666,1348866600,10029,2025-07-17 15:00:45,399933
-0.792,-0.0126,0.6051,6289.556,6284.136,6308.342000000001,6270.277,6290.348,68371625700,73662512,7366251200,286170,2025-07-17 15:00:45,399934
100.83,2.141,2.4109,4810.272,4701.097,4810.272,4696.733,4709.442,160430974000,51100801,5110080100,73135,2025-07-17 15:00:45,399935
51.24,3.3256,3.368,1592.005,1540.749,1592.168,1540.275,1540.765,25854237500,8428869,842886942,2715,2025-07-17 15:00:12,399959
6.965,0.2681,0.8573,2604.821,2587.612,2608.351,2586.079,2597.856,4501204100,9989944,998994440,30660,2025-07-17 15:00:09,399965
26.775,0.4342,0.8284,6192.594,6163.76,6204.651,6153.573,6165.819,33783527600,27218198,2721819763,20034,2025-07-17 15:00:12,399966
302.726,2.6563,2.76,11699.244,11393.096,11699.244,11384.702,11396.518,56054538700,25230927,2523092745,6008,2025-07-17 15:00:12,399967
61.207,1.8262,1.9875,3412.823,3347.812,3412.823,3346.21,3351.616,132038474800,61870562,6187056188,7408,2025-07-17 15:00:12,399970
5.557,0.4305,1.0212,1296.449,1287.526,1296.449,1283.266,1290.892,24327419600,24337847,2433784683,314,2025-07-17 15:00:12,399971
64.537,1.4269,1.455,4587.478,4521.67,4587.478,4521.67,4522.941,162277604100,58371983,5837198330,597474,2025-07-17 15:00:03,399972
54.337,3.4545,3.4434,1627.275,1573.172,1627.334,1573.172,1572.938,35745534700,13448042,1344804162,2715,2025-07-17 15:00:12,399973
9.959,0.5843,0.7608,1714.318,1702.723,1714.384,1701.417,1704.359,91874222700,47677451,4767745137,8267,2025-07-17 15:00:12,399974
4.564,0.5562,1.0548,825.105,820.681,827.0260000000001,818.371,820.541,31700675600,27801940,2780193952,20034,2025-07-17 15:00:12,399975
50.987,1.6924,1.8976,3063.617,3016.23,3063.617,3006.449,3012.63,39701041800,12739590,1273959016,16061,2025-07-17 15:00:12,399976
67.964,0.9074,0.9887,7557.637,7485.999,7557.685,7483.634,7489.673,235042939300,149692658,14969265800,296957,2025-07-17 15:00:45,399982
1.641,0.0782,0.8434,2100.405,2088.013,2105.401,2087.699,2098.764,1685133200,2617349,261734913,26632,2025-07-17 15:00:09,399983
-32.513,-0.3967,0.8732,8164.084,8184.974,8215.667,8144.098,8196.597,23691788300,30530020,3053001971,16400,2025-07-17 15:00:12,399986
9.643,0.1806,0.8886,5348.588,5333.499,5365.613,5318.172,5338.945,12257874200,2259525,225952453,426,2025-07-17 15:00:12,399987
94.836,1.3971,1.7085,6883.107,6791.748000000001,6883.231,6767.252,6788.271,20686485700,6938465,693846541,1608,2025-07-17 15:00:12,399989
11.032,0.4055,0.603,2731.569,2723.951,2734.615,2718.209,2720.537,4119522600,5921458,592145832,10598,2025-07-17 15:00:12,399990
19.716,0.9285,1.1781,2143.149,2118.74,2143.756,2118.74,2123.433,73365878200,52084422,5208442248,1838,2025-07-17 15:00:12,399991
27.966,1.5903,1.6628,1786.489,1757.996,1786.531,1757.29,1758.523,35716380900,24033198,2403319806,7993,2025-07-17 15:00:12,399992
